time_broken_spent_alone,stage_fear,social_event_attendance,going_outside,drained_after_socializing,friends_circle_size,post_frequency,personality,personality_encoded,user_id,event_timestamp,created_timestamp
1.0,0,5.0,5.0,0,11.0,6.0,Extrovert,1,1308,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,2.0,0.0,1,2.0,0.0,Introvert,0,1309,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,6.0,0,10.0,4.0,Extrovert,1,1310,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,2.0,0.0,1,1.0,1.0,Introvert,0,1311,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,7.0,6.0,0,6.0,5.0,Extrovert,1,1312,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,0.0,2.0,1,3.0,1.0,Introvert,0,1313,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,8.0,5.0,0,14.0,7.0,Extrovert,1,1314,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,7.0,4.0,0,10.0,4.0,Extrovert,1,1315,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,3.0,1.0,1,2.0,1.0,Introvert,0,1316,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,6.0,4.0,0,8.0,6.0,Extrovert,1,1317,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,8.0,5.0,0,9.0,3.0,Extrovert,1,1318,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,6.0,5.0,0,8.0,3.0,Extrovert,1,1319,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,4.0,4.0,0,12.0,3.0,Extrovert,1,1320,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,7.0,7.0,0,10.0,8.0,Extrovert,1,1321,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,3.963354474982382,4.0,0,12.0,5.0,Introvert,0,1322,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,9.0,4.0,0,7.0,7.0,Extrovert,1,1323,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,8.0,7.0,0,10.0,3.564726631393298,Extrovert,1,1324,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,7.0,4.0,0,7.0,3.0,Extrovert,1,1325,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,1.0,0.0,1,3.0,2.0,Introvert,0,1326,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,2.0,2.0,1,0.0,0.0,Introvert,0,1327,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,4.0,0,6.0,8.0,Extrovert,1,1328,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,8.0,4.0,0,9.0,7.0,Extrovert,1,1329,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,2.0,1,4.0,2.0,Introvert,0,1330,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,1.0,2.0,1,2.0,0.0,Introvert,0,1331,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,5.0,7.0,0,10.0,7.0,Extrovert,1,1332,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,3.0,2.0,1,1.0,2.0,Introvert,0,1333,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,0,3.0,0.0,1,4.0,0.0,Introvert,0,1334,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,2.0,1,5.0,1.0,Introvert,0,1335,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,6.0,7.0,0,8.0,7.0,Extrovert,1,1336,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,2.0,1,2.0,2.0,Introvert,0,1337,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,7.0,5.0,0,13.0,4.0,Extrovert,1,1338,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,5.0,0,14.0,3.0,Extrovert,1,1339,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,0.0,2.0,1,4.0,0.0,Introvert,0,1340,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,4.0,0,14.0,3.0,Extrovert,1,1341,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,1.0,1,5.0,0.0,Introvert,0,1342,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,7.0,0,12.0,9.0,Extrovert,1,1343,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,8.0,4.0,0,9.0,5.0,Extrovert,1,1344,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,1.0,1,3.0,1.0,Extrovert,1,1345,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,2.0,2.0,1,0.0,0.0,Introvert,0,1346,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,5.0,0,10.0,3.0,Extrovert,1,1347,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,2.0,1,5.0,0.0,Introvert,0,1348,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,6.0,6.0,0,11.0,6.0,Extrovert,1,1349,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,4.0,0,11.0,7.0,Extrovert,1,1350,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,4.0,7.0,0,12.0,9.0,Extrovert,1,1351,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,5.0,7.0,0,7.0,9.0,Extrovert,1,1352,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,4.0,0,11.0,3.0,Extrovert,1,1353,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,7.0,7.0,0,9.0,9.0,Extrovert,1,1354,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,0.0,1,4.0,1.0,Introvert,0,1355,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,3.0,0,14.0,5.0,Extrovert,1,1356,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,0.0,0.0,1,1.0,2.0,Introvert,0,1357,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,2.0,1,5.0,0.0,Introvert,0,1358,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,1.0,1,4.0,1.0,Introvert,0,1359,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,5.0,0,14.0,7.0,Extrovert,1,1360,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,8.0,5.0,0,11.0,6.0,Extrovert,1,1361,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,8.0,6.0,0,6.0,9.0,Extrovert,1,1362,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,7.0,7.0,0,6.268862911795962,3.0,Extrovert,1,1363,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,6.0,5.0,0,9.0,6.0,Extrovert,1,1364,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,2.0,1,2.0,2.0,Introvert,0,1365,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,1.0,1.0,1,0.0,1.0,Introvert,0,1366,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,2.0,1,3.0,2.0,Extrovert,1,1367,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,6.0,5.0,0,14.0,3.0,Extrovert,1,1368,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,6.0,4.0,0,6.0,7.0,Extrovert,1,1369,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,7.0,0,8.0,5.0,Extrovert,1,1370,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,3.0,2.0,1,2.0,1.0,Introvert,0,1371,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,3.0,2.0,1,3.0,2.0,Introvert,0,1372,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,9.0,6.0,0,14.0,7.0,Extrovert,1,1373,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,7.0,0,12.0,5.0,Introvert,0,1374,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,3.0,2.0,1,2.0,2.0,Introvert,0,1375,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,3.0,0.0,1,0.0,1.0,Introvert,0,1376,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,2.0,0.0,1,2.0,0.0,Extrovert,1,1377,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,4.0,0,14.0,6.0,Extrovert,1,1378,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,0.0,1.0,1,2.0,0.0,Introvert,0,1379,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,1.0,0.0,1,2.0,1.0,Introvert,0,1380,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,2.0,1.0,1,5.0,2.0,Introvert,0,1381,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,7.0,4.0,0,9.0,8.0,Extrovert,1,1382,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,2.0,1,5.0,2.0,Extrovert,1,1383,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,3.0,1.0,1,4.0,0.0,Introvert,0,1384,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,5.0,6.0,0,14.0,3.0,Extrovert,1,1385,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,5.0,5.0,0,6.0,4.0,Extrovert,1,1386,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,5.0,4.0,0,14.0,7.0,Extrovert,1,1387,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,1.0,0.0,1,0.0,3.564726631393298,Introvert,0,1388,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,7.0,6.0,0,8.0,4.0,Extrovert,1,1389,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,2.0,1,1.0,1.0,Introvert,0,1390,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,1.0,1.0,1,2.0,2.0,Introvert,0,1391,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,0.0,1,5.0,2.0,Introvert,0,1392,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,1.0,2.0,1,3.0,2.0,Introvert,0,1393,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,1.0,1.0,1,4.0,1.0,Introvert,0,1394,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,6.0,5.0,0,14.0,3.0,Extrovert,1,1395,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,3.0,1.0,1,0.0,2.0,Introvert,0,1396,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,2.0,1.0,1,4.0,0.0,Introvert,0,1397,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,1.0,0.0,1,1.0,0.0,Introvert,0,1398,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,6.0,5.0,0,8.0,7.0,Extrovert,1,1399,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,7.0,0,7.0,8.0,Extrovert,1,1400,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,1.0,1.0,1,4.0,0.0,Introvert,0,1401,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,3.0,0,9.0,4.0,Extrovert,1,1402,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,8.0,5.0,0,8.0,9.0,Extrovert,1,1403,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,4.0,0,6.0,6.0,Extrovert,1,1404,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,5.0,0,13.0,7.0,Introvert,0,1405,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,2.0,2.0,1,5.0,2.0,Introvert,0,1406,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,3.0,2.0,1,3.0,2.0,Introvert,0,1407,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,0.0,1.0,1,1.0,2.0,Extrovert,1,1408,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,9.0,3.0,0,8.0,7.0,Extrovert,1,1409,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,5.0,0,7.0,4.0,Extrovert,1,1410,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,1.0,1.0,1,2.0,0.0,Introvert,0,1411,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,7.0,4.0,0,13.0,8.0,Extrovert,1,1412,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,7.0,4.0,0,11.0,7.0,Extrovert,1,1413,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,2.0,1,1.0,1.0,Introvert,0,1414,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,1.0,1.0,1,1.0,0.0,Introvert,0,1415,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,2.0,2.0,1,5.0,2.0,Introvert,0,1416,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,3.963354474982382,0.0,1,4.0,0.0,Introvert,0,1417,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,5.0,0,14.0,4.0,Extrovert,1,1418,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,0.0,1.0,1,1.0,1.0,Introvert,0,1419,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,0.0,1.0,1,3.0,2.0,Introvert,0,1420,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,4.0,0,7.0,6.0,Extrovert,1,1421,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,2.0,0,2.0,0.0,Introvert,0,1422,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,0.0,2.0,1,4.0,1.0,Introvert,0,1423,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,0.0,1,1.0,1.0,Introvert,0,1424,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,3.963354474982382,2.0,1,3.0,2.0,Introvert,0,1425,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,4.0,0,13.0,8.0,Extrovert,1,1426,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,0.0,1,1.0,1.0,Introvert,0,1427,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,5.0,0,9.0,4.0,Extrovert,1,1428,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,5.0,4.0,0,11.0,3.0,Extrovert,1,1429,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,2.0,2.0,1,4.0,1.0,Introvert,0,1430,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,7.0,4.0,0,10.0,4.0,Extrovert,1,1431,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,0.0,1,4.0,0.0,Introvert,0,1432,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,3.0,2.0,1,1.0,0.0,Introvert,0,1433,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,0.0,1,1.0,2.0,Extrovert,1,1434,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,6.0,0,6.0,6.0,Extrovert,1,1435,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,2.0,1.0,1,1.0,0.0,Extrovert,1,1436,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,1.0,2.0,1,4.0,0.0,Introvert,0,1437,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,2.0,1.0,1,6.268862911795962,2.0,Introvert,0,1438,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,5.0,4.0,0,5.0,5.0,Extrovert,1,1439,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,8.0,7.0,0,14.0,7.0,Introvert,0,1440,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,1.0,0.0,1,5.0,0.0,Introvert,0,1441,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,4.0,5.0,0,14.0,8.0,Extrovert,1,1442,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,0.0,2.0,1,4.0,0.0,Introvert,0,1443,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,7.0,6.0,0,8.0,5.0,Extrovert,1,1444,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,1.0,3.0,1,4.0,2.0,Introvert,0,1445,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,3.0,0,8.0,6.0,Extrovert,1,1446,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,0.0,1.0,1,5.0,3.564726631393298,Introvert,0,1447,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,5.0,6.0,0,11.0,3.0,Extrovert,1,1448,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,7.0,4.0,0,8.0,4.0,Extrovert,1,1449,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,1.0,0.0,1,2.0,0.0,Introvert,0,1450,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,3.0,0,6.0,5.0,Extrovert,1,1451,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,3.0,0,15.0,5.0,Extrovert,1,1452,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,5.0,0,14.0,6.0,Extrovert,1,1453,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,9.0,5.0,0,10.0,5.0,Extrovert,1,1454,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,6.0,0,9.0,6.0,Extrovert,1,1455,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,7.0,5.0,0,6.268862911795962,4.0,Extrovert,1,1456,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,3.963354474982382,0.0,1,3.0,1.0,Introvert,0,1457,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,1.0,1.0,1,3.0,2.0,Introvert,0,1458,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,0,1.0,0.0,1,5.0,2.0,Introvert,0,1459,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,2.0,1.0,1,3.0,1.0,Introvert,0,1460,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,3.0,1.0,1,2.0,0.0,Introvert,0,1461,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,0.0,0,1.0,2.0,Introvert,0,1462,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,4.0,0,10.0,3.564726631393298,Extrovert,1,1463,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,3.0,2.0,1,3.0,0.0,Introvert,0,1464,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,0.0,3.0,1,5.0,1.0,Introvert,0,1465,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,8.0,4.0,0,8.0,3.0,Extrovert,1,1466,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,3.0,3.0,1,4.0,0.0,Introvert,0,1467,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,6.0,0,6.0,7.0,Extrovert,1,1468,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,2.0,1.0,1,5.0,2.0,Introvert,0,1469,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,5.0,6.0,0,11.0,5.0,Extrovert,1,1470,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,6.0,3.0,0,7.0,4.0,Extrovert,1,1471,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,1.0,1,3.0,1.0,Introvert,0,1472,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,2.0,2.0,1,1.0,2.0,Introvert,0,1473,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,4.0,5.0,0,9.0,3.0,Extrovert,1,1474,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,9.0,4.0,0,7.0,3.564726631393298,Extrovert,1,1475,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,7.0,3.0,0,8.0,6.0,Extrovert,1,1476,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,4.0,3.0,0,11.0,6.0,Extrovert,1,1477,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,0.0,1.0,1,2.0,2.0,Introvert,0,1478,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.505816002819881,1,3.0,2.0,1,5.0,2.0,Introvert,0,1479,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,1.0,1,5.0,0.0,Introvert,0,1480,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,8.0,4.0,0,11.0,4.0,Extrovert,1,1481,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,6.0,3.0,0,10.0,8.0,Extrovert,1,1482,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,0.0,1.0,1,2.0,2.0,Introvert,0,1483,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,0.0,1,5.0,3.564726631393298,Introvert,0,1484,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
5.0,1,0.0,0.0,0,5.0,1.0,Introvert,0,1485,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,3.963354474982382,0.0,1,3.0,0.0,Introvert,0,1486,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,5.0,0,9.0,6.0,Extrovert,1,1487,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,8.0,4.0,0,8.0,4.0,Extrovert,1,1488,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,7.0,4.0,0,12.0,5.0,Extrovert,1,1489,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,8.0,6.0,0,10.0,4.0,Extrovert,1,1490,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,1.0,0.0,1,1.0,0.0,Introvert,0,1491,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,4.0,6.0,0,13.0,3.0,Extrovert,1,1492,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,5.0,6.0,0,5.0,4.0,Extrovert,1,1493,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,5.0,6.0,0,12.0,7.0,Extrovert,1,1494,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,5.0,0,6.0,5.0,Extrovert,1,1495,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,4.0,5.0,0,6.268862911795962,6.0,Extrovert,1,1496,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,8.0,5.0,0,9.0,6.0,Extrovert,1,1497,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,9.0,5.0,0,10.0,9.0,Introvert,0,1498,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
10.0,1,2.0,0.0,1,5.0,2.0,Introvert,0,1499,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,2.0,0.0,1,6.268862911795962,0.0,Introvert,0,1500,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
11.0,1,1.0,2.0,0,4.0,2.0,Introvert,0,1501,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
3.0,0,6.0,5.0,0,7.0,6.0,Extrovert,1,1502,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.505816002819881,1,2.0,1.0,1,5.0,0.0,Introvert,0,1503,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,9.0,6.0,0,12.0,4.0,Extrovert,1,1504,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,7.0,3.0,0,12.0,3.0,Extrovert,1,1505,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,1.0,2.0,1,2.0,2.0,Introvert,0,1506,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.0,1,3.0,1.0,1,4.0,1.0,Introvert,0,1507,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
0.0,0,4.0,3.0,0,14.0,9.0,Extrovert,1,1508,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
9.0,1,2.0,1.0,1,2.0,0.0,Introvert,0,1509,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
7.0,1,3.0,2.0,1,2.0,1.0,Introvert,0,1510,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
8.0,1,0.0,2.0,1,4.0,1.0,Introvert,0,1511,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
6.0,1,1.0,2.0,1,1.0,1.0,Introvert,0,1512,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
2.0,0,4.0,3.0,0,6.268862911795962,5.0,Extrovert,1,1513,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
1.0,0,7.0,4.0,0,13.0,4.0,Extrovert,1,1514,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
4.505816002819881,0,7.0,4.0,0,8.0,7.0,Extrovert,1,1515,2025-12-17 14:44:19.444815,2025-12-17 14:44:19.444815
